,episode,mean_ep_reward
0,0,-3.6410968127260253
1,1,-2.559808693856069
2,2,-0.8854996877275662
3,3,0.04769519396212737
4,4,2.0488383362956997
5,5,3.3365620209103946
6,6,5.460074638950695
7,7,6.481858952583112
8,8,12.376059687188343
9,9,14.756852348262846
10,10,17.271345688259103
11,11,33.22951175672531
12,12,36.937786644328405
13,13,46.42208747944833
14,14,62.63394588869577
15,15,100.73138609178973
16,16,116.01302882833139
17,17,179.05276517700733
18,18,142.57233545964604
19,19,103.20203670608444
20,20,173.36004344714365
21,21,216.98020737042341
22,22,200.73732770973322
23,23,154.3380187181435
24,24,262.19908673270544
25,25,189.90794670215894
26,26,241.05712155823701
27,27,253.82337893594593
28,28,262.10138304532506
29,29,269.7316590636715
30,30,275.938072103788
31,31,287.3307712949684
32,32,229.17679633721252
33,33,270.3462410492678
34,34,273.10633870651424
35,35,258.49701796185394
36,36,261.7908376591999
37,37,265.6815174066748
38,38,253.1255183488491
39,39,258.0810801164573
40,40,277.4890052743409
41,41,294.03648723436845
42,42,298.26478249516714
43,43,258.8877989923773
44,44,280.27575831603195
45,45,281.04795817847173
46,46,276.29797745085716
47,47,260.1033575760927
48,48,278.145709119366
49,49,297.39954264227265
50,50,268.79124805222057
51,51,272.2855632749798
52,52,294.70305720311904
53,53,271.48748996007095
54,54,278.027533916118
55,55,288.0949206572939
56,56,282.63876823126515
57,57,288.2551030444901
58,58,300.29960596819177
59,59,308.16954498375304
60,60,301.16645797157054
61,61,312.6433855820265
62,62,328.90642286153434
63,63,310.76096812297527
64,64,283.1770825701495
65,65,314.3594742042623
66,66,314.1276663378347
67,67,323.28173908020716
68,68,329.4968276440323
69,69,324.47682108398044
70,70,312.56104906693724
71,71,347.12925464761804
72,72,323.0444549172358
73,73,327.669531155082
74,74,359.34915866506134
75,75,335.2420906429599
76,76,335.26719830073955
77,77,326.432095356642
78,78,343.11912956817304
79,79,332.7953917791618
80,80,341.1318986133246
81,81,339.5820456285051
82,82,375.44834127511075
83,83,340.2942829619551
84,84,338.27111637568254
85,85,321.7597381227299
86,86,344.2027052777173
87,87,318.1432261908218
88,88,363.1007056129145
89,89,375.90591522545225
90,90,337.5195934545894
91,91,347.28629863427733
92,92,347.1413178386958
93,93,354.43742987537206
94,94,330.3116902390418
95,95,380.1254780819358
96,96,353.887170681663
97,97,351.9353506321042
98,98,388.54975599486875
99,99,345.79496269225956
100,100,377.7255410387785
101,101,389.66152891130275
102,102,395.46413648741503
103,103,352.0186697875692
104,104,398.0038679384596
105,105,389.33803956835186
106,106,381.44013937445453
107,107,381.5463820574005
108,108,385.8410875041336
109,109,399.17147873967167
110,110,385.5638733680361
111,111,362.84134128872626
112,112,355.6281393989736
113,113,390.4187801634891
114,114,397.3675899424759
115,115,378.4091623671286
116,116,406.8497931515349
117,117,375.8118725781005
118,118,369.2300576428358
119,119,410.3945760614073
120,120,398.04192041675464
121,121,369.8392338207991
122,122,390.5147132240578
123,123,392.9035887795572
124,124,398.6909589652727
125,125,368.10044276621517
126,126,401.7377458242063
127,127,447.2788884879832
128,128,413.7007110291145
129,129,399.98026697536267
130,130,418.87075340591946
131,131,473.2979326175936
132,132,460.80982467020146
133,133,507.6825164408087
134,134,417.29086296079606
135,135,454.4295757100591
136,136,430.9334395222302
137,137,553.2281500885317
138,138,443.23690926300844
139,139,468.4898704612262
140,140,523.2425851806375
141,141,548.6844167580083
142,142,611.7570382492675
143,143,530.352679170316
144,144,867.7100220123715
145,145,872.6872533277897
146,146,559.2945444867884
147,147,628.010692039826
148,148,1031.6193274386449
149,149,700.6703304923849
150,150,829.729683478154
151,151,810.6678964570929
152,152,1022.8931320015093
153,153,713.828497886312
154,154,986.00728467766
155,155,1040.4012735300146
156,156,713.1237091601998
157,157,697.8861353112432
158,158,1563.4653138684
159,159,837.5477671658037
160,160,992.2501036992974
161,161,1156.0335958586863
162,162,711.1643311825632
163,163,1603.0367714096892
164,164,847.3454255212374
165,165,640.4206115354984
166,166,621.7405911037291
167,167,1051.0917914863844
168,168,889.1873592108977
169,169,1248.6746360999177
170,170,794.9326930540923
171,171,1037.024008251093
172,172,1269.7774852436773
173,173,786.4734840634404
174,174,696.2966865254072
175,175,1257.66197885414
176,176,837.1177821212764
177,177,1013.980044456199
178,178,971.3207153415894
179,179,1651.726111156734
180,180,1213.5554351760297
181,181,689.4436049459656
182,182,1726.1076296673243
183,183,1638.7187912176908
184,184,851.4601973303347
185,185,1645.7713427726328
186,186,1001.5738936981043
187,187,1620.0289721069657
188,188,1026.769795668099
189,189,856.1569686408152
190,190,1280.6712715734568
191,191,1354.7004510071936
192,192,1045.1215069911364
193,193,1358.4277897186053
194,194,897.6709444487882
195,195,1325.9105306776053
196,196,1034.532623069179
197,197,1077.8078599022379
198,198,1007.4019873974148
199,199,852.7018398004503
200,200,1309.2527662647199
201,201,886.1129610598874
202,202,1277.5911007099003
203,203,1638.4222939815834
204,204,1725.8549692275226
205,205,1671.0451842282537
206,206,1253.7543706206625
207,207,1059.8975622332937
208,208,884.7368645252336
209,209,1048.1859692569983
210,210,1289.6229119950483
211,211,1068.4135096536634
212,212,1326.5538321603444
213,213,1010.9018448528568
214,214,1746.9455073067754
215,215,1764.7030307086486
216,216,1299.4043779792773
217,217,1312.717907388912
218,218,893.7231474888532
